time,MLII,V1
0,-0.075,0.32
0.002777778,-0.075,0.31
0.005555556,-0.085,0.31
0.008333333,-0.09,0.315
0.011111111111176797,-0.08,0.325
0.013888888888914153,-0.07,0.33
0.016666667,-0.07,0.32
0.019444444444388864,-0.065,0.31
0.022222222,-0.085,0.31
0.025,-0.085,0.325
0.027777777777828305,-0.07,0.325
0.030555556,-0.065,0.345
0.033333333,-0.065,0.34
0.036111111,-0.08,0.32
0.038888889,-0.1,0.315
0.041666667,-0.105,0.315
0.044444444444479814,-0.08,0.34
0.047222222,-0.06,0.36
0.049999999999954525,-0.065,0.335
0.052777778,-0.08,0.325
0.055555556,-0.085,0.32
0.058333333333393966,-0.08,0.31
0.061111111,-0.07,0.33
0.063888889,-0.06,0.35
0.066666667,-0.065,0.33
0.069444444,-0.085,0.315
0.072222222,-0.095,0.32
0.075,-0.09,0.32
0.077777778,-0.095,0.325
0.080555556,-0.085,0.345
0.083333333,-0.095,0.31
0.086111111,-0.1,0.3
0.088888889,-0.11,0.29
0.091666667,-0.115,0.305
0.094444444,-0.11,0.31
0.097222222,-0.095,0.315
0.1,-0.11,0.31
0.10277777777787378,-0.125,0.285
0.10555555555561114,-0.14,0.275
0.10833333333334849,-0.14,0.285
0.11111111111108585,-0.135,0.29
0.1138888888888232,-0.135,0.295
0.11666666666656056,-0.14,0.285
0.11944444444452529,-0.155,0.27
0.12222222222226264,-0.175,0.26
0.125,-0.185,0.27
0.12777777777773736,-0.175,0.275
0.1305555555554747,-0.175,0.275
0.13333333333343944,-0.17,0.275
0.1361111111111768,-0.19,0.255
0.13888888888891415,-0.215,0.255
0.1416666666666515,-0.215,0.265
0.14444444444438886,-0.215,0.285
0.14722222222212622,-0.22,0.29
0.15000000000009095,-0.205,0.28
0.1527777777778283,-0.22,0.25
0.15555555555556566,-0.23,0.245
0.15833333333330302,-0.23,0.26
0.16111111111104037,-0.22,0.27
0.16388888888877773,-0.21,0.27
0.16666666666674246,-0.235,0.27
0.1694444444444798,-0.23,0.255
0.17222222222221717,-0.24,0.25
0.17499999999995453,-0.235,0.25
0.17777777777769188,-0.225,0.255
0.18055555555542924,-0.215,0.255
0.18333333333339397,-0.22,0.255
0.18611111111113132,-0.22,0.23
0.18888888888886868,-0.225,0.215
0.19166666666660603,-0.22,0.23
0.19444444444457076,-0.22,0.24
0.19722222222230812,-0.205,0.235
0.20000000000004547,-0.195,0.225
0.20277777777778283,-0.205,0.21
0.2055555555555202,-0.21,0.195
0.20833333333325754,-0.205,0.2
0.21111111111122227,-0.2,0.22
0.21388888888895963,-0.19,0.21
0.21666666666669698,-0.19,0.205
