time,MLII
0,-0.375
0.002777778,-0.355
0.005555556,-0.35
0.008333333,-0.345
0.011111111,-0.35
0.013888888888800466,-0.365
0.016666667,-0.375
0.019444444444388864,-0.39
0.022222222222239907,-0.37
0.024999999999977263,-0.375
0.027777777777941992,-0.375
0.030555556,-0.37
0.033333333,-0.36
0.036111111111267746,-0.35
0.038888889,-0.345
0.041666667,-0.355
0.044444444,-0.355
0.047222222,-0.375
0.049999999999954525,-0.385
0.052777778,-0.375
0.055555556,-0.38
0.058333333,-0.39
0.061111111,-0.4
0.063888889,-0.375
0.066666667,-0.38
0.069444444,-0.38
0.072222222,-0.375
0.075,-0.375
0.077777778,-0.385
0.080555556,-0.39
0.083333333,-0.395
0.086111111,-0.395
0.088888889,-0.4
0.091666667,-0.405
0.094444444,-0.41
0.097222222,-0.405
0.10000000000002274,-0.39
0.1027777777777601,-0.395
0.10555555555561114,-0.385
0.10833333333334849,-0.39
0.11111111111119953,-0.4
0.11388888888893689,-0.395
0.11666666666667425,-0.42
0.1194444444444116,-0.41
0.12222222222226264,-0.415
0.125,-0.42
0.12777777777773736,-0.42
0.1305555555555884,-0.42
0.13333333333332575,-0.41
0.1361111111110631,-0.415
0.13888888888880047,-0.41
0.1416666666666515,-0.395
0.14444444444438886,-0.385
0.1472222222222399,-0.4
0.14999999999997726,-0.405
0.152777778,-0.41
0.15555555555556566,-0.42
0.15833333333330302,-0.42
0.16111111111126775,-0.415
0.16388888888877773,-0.425
0.16666666666662877,-0.415
0.16944444444436613,-0.4
0.17222222222221717,-0.39
0.17499999999995453,-0.395
0.17777777777780557,-0.39
0.1805555555556566,-0.395
0.18333333333328028,-0.385
0.186111111,-0.395
0.188888889,-0.395
0.19166666666671972,-0.4
0.1944444444443434,-0.395
0.19722222222219443,-0.39
0.20000000000004547,-0.38
0.20277777777778283,-0.36
0.20555555555563387,-0.335
0.20833333333337123,-0.31
0.21111111111122227,-0.29
0.21388888888873225,-0.26
0.21666666666669698,-0.245
0.21944444444443434,-0.205
0.222222222,-0.16
0.22500000000002274,-0.105
0.2277777777777601,-0.04
0.23055555555561114,0.045
0.2333333333333485,0.13
0.23611111111119953,0.245
0.2388888888889369,0.385
0.24166666666667425,0.52
0.2444444444444116,0.68
0.24722222222226264,0.84
0.25,1.01
0.25277777777773736,1.175
0.2555555555555884,1.32
0.25833333333332575,1.47
0.2611111111110631,1.575
0.26388888888880047,1.65
0.2666666666666515,1.7
0.26944444444438886,1.695
0.2722222222222399,1.67
0.27499999999997726,1.635
0.277777778,1.56
0.28055555555556566,1.475
0.283333333,1.37
0.28611111111126775,1.215
0.28888888888877773,1.015
0.29166666666662877,0.78
0.2944444444443661,0.52
0.29722222222221717,0.235
0.2999999999999545,-0.01
0.30277777777780557,-0.24
0.3055555555556566,-0.37
0.3083333333332803,-0.475
0.311111111,-0.55
0.313888889,-0.585
0.3166666666667197,-0.6
0.3194444444443434,-0.625
0.32222222222219443,-0.635
0.3250000000000455,-0.665
0.32777777777778283,-0.695
0.3305555555556339,-0.725
0.33333333333337123,-0.75
0.33611111111122227,-0.77
0.33888888888873225,-0.775
0.341666667,-0.78
0.34444444444443434,-0.795
0.347222222,-0.805
0.35000000000002274,-0.81
0.3527777777777601,-0.81
0.35555555555561114,-0.82
0.3583333333333485,-0.83
0.36111111111119953,-0.83
0.3638888888889369,-0.84
0.36666666666667425,-0.83
0.3694444444444116,-0.83
0.37222222222226264,-0.835
0.375,-0.85
0.37777777777773736,-0.86
0.3805555555555884,-0.875
0.38333333333332575,-0.885
0.3861111111110631,-0.905
0.38888888888880047,-0.91
0.3916666666666515,-0.935
0.39444444444438886,-0.945
0.3972222222222399,-0.94
0.39999999999997726,-0.955
0.402777778,-0.96
0.40555555555556566,-0.95
0.408333333,-0.96
0.41111111111126775,-0.96
0.41388888888877773,-0.975
0.41666666666662877,-0.98
0.4194444444443661,-1.005
0.42222222222221717,-1.025
0.4249999999999545,-1.035
0.42777777777780557,-1.035
0.4305555555556566,-1.055
0.4333333333332803,-1.065
0.436111111,-1.08
0.438888889,-1.085
