Time,Amplitude
0.0,-1.685
0.0027777777777777,-1.685
0.0055555555555555,-1.685
0.0083333333333333,-1.685
0.0111111111111111,-1.685
0.0138888888888888,-1.685
0.0166666666666666,-1.685
0.0194444444444444,-1.665
0.0222222222222222,-1.67
0.025,-1.6649999999999998
0.0277777777777777,-1.655
0.0305555555555555,-1.6500000000000001
0.0333333333333333,-1.6449999999999998
0.0361111111111111,-1.645
0.0388888888888888,-1.665
0.0416666666666666,-1.6949999999999998
0.0444444444444444,-1.7199999999999998
0.0472222222222222,-1.7249999999999999
0.05,-1.75
0.0527777777777777,-1.765
0.0555555555555555,-1.755
0.0583333333333333,-1.755
0.0611111111111111,-1.74
0.0638888888888888,-1.725
0.0666666666666666,-1.72
0.0694444444444444,-1.705
0.0722222222222222,-1.715
0.075,-1.72
0.0777777777777777,-1.695
0.0805555555555555,-1.7
0.0833333333333333,-1.7200000000000002
0.0861111111111111,-1.7400000000000002
0.0888888888888888,-1.8199999999999998
0.0916666666666666,-1.825
0.0944444444444444,-1.79
0.0972222222222222,-1.76
0.1,-1.73
0.1027777777777777,-1.685
0.1055555555555555,-1.6199999999999999
0.1083333333333333,-1.545
0.1111111111111111,-1.385
0.1138888888888888,-1.245
0.1166666666666666,-1.1350000000000002
0.1194444444444444,-1.0850000000000002
0.1222222222222222,-1.04
0.125,-1.02
0.1277777777777777,-0.95
0.1305555555555555,-0.8200000000000002
0.1333333333333333,-0.6699999999999999
0.1361111111111111,-0.5399999999999999
0.1388888888888889,-0.5150000000000001
0.1416666666666666,-0.5400000000000001
0.1444444444444444,-0.5900000000000001
0.1472222222222222,-0.6200000000000001
0.15,-0.66
0.1527777777777778,-0.735
0.1555555555555555,-0.82
0.1583333333333333,-0.8650000000000001
0.1611111111111111,-0.9199999999999999
0.1638888888888889,-0.8599999999999999
0.1666666666666666,-0.785
0.1694444444444444,-0.71
0.1722222222222222,-0.6849999999999999
0.175,-0.72
0.1777777777777777,-0.75
0.1805555555555555,-0.72
0.1833333333333333,-0.73
0.1861111111111111,-0.6699999999999999
0.1888888888888888,-0.54
0.1916666666666666,-0.405
0.1944444444444444,-0.345
0.1972222222222222,-0.425
0.2,-0.6950000000000001
0.2027777777777777,-1.0999999999999999
0.2055555555555555,-1.58
0.2083333333333333,-1.9799999999999998
0.2111111111111111,-2.2950000000000004
0.2138888888888888,-2.425
0.2166666666666666,-2.54
0.2194444444444444,-2.6100000000000003
0.2222222222222222,-2.6899999999999995
0.225,-2.8000000000000003
0.2277777777777777,-2.855
0.2305555555555555,-2.8499999999999996
0.2333333333333333,-2.84
0.2361111111111111,-2.7900000000000005
0.2388888888888889,-2.78
0.2416666666666666,-2.785
0.2444444444444444,-2.7649999999999997
0.2472222222222222,-2.75
0.25,-2.72
0.2527777777777777,-2.685
0.2555555555555555,-2.59
0.2583333333333333,-2.495
0.2611111111111111,-2.38
0.2638888888888889,-2.26
0.2666666666666666,-2.17
0.2694444444444444,-2.065
0.2722222222222222,-2.035
0.275,-1.9999999999999998
0.2777777777777778,-2.0149999999999997
0.2805555555555555,-2.025
0.2833333333333333,-2.0349999999999997
0.2861111111111111,-1.9799999999999998
0.2888888888888888,-1.945
0.2916666666666667,-1.8850000000000002
0.2944444444444444,-1.94
0.2972222222222222,-2.0149999999999997
0.3,-2.07
0.3027777777777777,-2.0300000000000002
0.3055555555555556,-1.905
0.3083333333333333,-1.815
0.3111111111111111,-1.795
0.3138888888888889,-1.83
0.3166666666666666,-1.8599999999999999
0.3194444444444444,-1.9149999999999998
0.3222222222222222,-1.935
0.325,-1.885
0.3277777777777778,-1.86
0.3305555555555555,-1.8199999999999998
0.3333333333333333,-1.825
0.3361111111111111,-1.845
0.3388888888888889,-1.885
0.3416666666666667,-1.915
0.3444444444444444,-1.885
0.3472222222222222,-1.87
0.35,-1.89
0.3527777777777778,-1.9049999999999998
0.3555555555555555,-1.94
0.3583333333333333,-1.935
0.3611111111111111,-1.93
0.3638888888888889,-1.935
0.3666666666666666,-1.9400000000000002
0.3694444444444444,-1.955
0.3722222222222222,-1.9600000000000002
0.375,-1.955
0.3777777777777777,-1.885
0.3805555555555555,-1.8449999999999998
0.3833333333333333,-1.845
0.3861111111111111,-1.86
0.3888888888888889,-1.94
0.3916666666666666,-1.9600000000000002
0.3944444444444444,-1.905
0.3972222222222222,-1.9
0.4,-1.875
0.4027777777777778,-1.88
0.4055555555555555,-1.835
0.4083333333333333,-1.76
0.4111111111111111,-1.6649999999999998
0.4138888888888888,-1.6199999999999997
0.4166666666666667,-1.6050000000000002
0.4194444444444444,-1.5400000000000003
0.4222222222222222,-1.4849999999999999
0.425,-1.47
0.4277777777777777,-1.425
0.4305555555555556,-1.39
0.4333333333333333,-1.2500000000000002
0.4361111111111111,-1.1050000000000002
0.4388888888888889,-0.99
0.4416666666666666,-0.8550000000000001
0.4444444444444444,-0.77
0.4472222222222222,-0.7249999999999999
0.45,-0.7799999999999999
0.4527777777777778,-0.9000000000000001
0.4555555555555555,-1.095
0.4583333333333333,-1.37
0.4611111111111111,-1.6
0.4638888888888889,-1.7200000000000002
0.4666666666666667,-1.775
0.4694444444444444,-1.77
0.4722222222222222,-1.715
0.475,-1.655
0.4777777777777778,-1.62
0.4805555555555555,-1.57
0.4833333333333333,-1.555
0.4861111111111111,-1.5350000000000001
0.4888888888888889,-1.5650000000000002
0.4916666666666666,-1.53
0.4944444444444444,-1.5849999999999997
0.4972222222222222,-1.5999999999999999
0.5,-1.62
0.5027777777777778,-1.5850000000000002
0.5055555555555555,-1.535
0.5083333333333333,-1.515
0.5111111111111111,-1.445
0.5138888888888888,-1.425
0.5166666666666667,-1.43
0.5194444444444445,-1.45
0.5222222222222223,-1.405
0.525,-1.4300000000000002
0.5277777777777778,-1.4400000000000002
0.5305555555555556,-1.44
0.5333333333333333,-1.45
0.5361111111111111,-1.47
0.5388888888888889,-1.4
0.5416666666666666,-1.3100000000000003
0.5444444444444444,-1.3099999999999998
0.5472222222222223,-1.275
0.55,-1.2999999999999998
0.5527777777777778,-1.345
0.5555555555555556,-1.335
0.5583333333333333,-1.3649999999999998
0.5611111111111111,-1.385
0.5638888888888889,-1.36
0.5666666666666667,-1.33
0.5694444444444444,-1.3250000000000002
0.5722222222222222,-1.34
0.575,-1.315
0.5777777777777777,-1.2799999999999998
0.5805555555555556,-1.2699999999999998
0.5833333333333334,-1.23
0.5861111111111111,-1.255
0.5888888888888889,-1.2699999999999998
0.5916666666666667,-1.27
0.5944444444444444,-1.27
0.5972222222222222,-1.24
0.6,-1.3
