time,amplitude
0,-0.006626856
0.002777778,-0.002796676
0.005555556,0.000309992
0.008333334,0.002787323
0.011111112,0.004850394
0.01388889,0.006845858
0.016666668,0.008851861
0.019444446,0.011071796
0.022222224,0.013671852
0.025000002,0.016640727
0.02777778,0.020017259
0.030555558,0.024151504
0.033333336,0.028765786
0.036111114,0.033848383
0.038888892,0.039491975
0.04166667,0.045648023
0.044444448,0.052085957
0.047222226,0.058772962
0.050000004,0.065806704
0.052777782,0.073261287
0.05555556,0.081098078
0.058333338,0.089373993
0.061111116,0.098247807
0.063888894,0.107521398
0.066666672,0.117193552
0.06944445,0.127408016
0.072222228,0.138100015
0.075000006,0.149161973
0.077777784,0.160586655
0.080555562,0.172558224
0.08333334,0.184833309
0.086111118,0.19739692
0.088888896,0.21028998
0.091666674,0.223481083
0.094444452,0.236848663
0.09722223,0.25037171
0.100000008,0.264048336
0.102777786,0.277763654
0.105555564,0.291496815
0.108333342,0.305231439
0.11111112,0.318870791
0.113888898,0.332345683
0.116666676,0.345615001
0.119444454,0.358491565
0.122222232,0.370888178
0.12500001,0.382844677
0.127777788,0.394327362
0.130555566,0.404908048
0.133333344,0.414860921
0.136111122,0.424161971
0.1388889,0.432598203
0.141666678,0.440006743
0.144444456,0.446632709
0.147222234,0.452459585
0.150000012,0.457037576
0.15277779,0.460645384
0.155555568,0.463380278
0.158333346,0.465121301
0.161111124,0.465518247
0.163888902,0.465015714
0.16666668,0.463614371
0.169444458,0.460981999
0.172222236,0.457246967
0.175000014,0.452643488
0.177777792,0.447179746
0.18055557,0.440295267
0.183333348,0.432570332
0.186111126,0.424045435
0.188888904,0.414604873
0.191666682,0.404298786
0.19444446,0.393436994
0.197222238,0.382055767
0.200000016,0.370018161
0.202777794,0.357588579
0.205555572,0.344853099
0.20833335,0.331821313
0.211111128,0.31851481
0.213888906,0.305091202
0.216666684,0.291577586
0.219444462,0.278013081
0.22222224,0.264484646
0.225000018,0.251023238
0.227777796,0.237651758
0.230555574,0.224517844
0.233333352,0.211581617
0.23611113,0.198860573
0.238888908,0.186444961
0.241666686,0.174422944
0.244444464,0.162714983
0.247222242,0.151334385
0.25000002,0.14048719
0.252777798,0.130071012
0.255555576,0.120049291
0.258333354,0.110484077
0.261111132,0.101554439
0.26388891,0.09306013
0.266666688,0.085007957
0.269444466,0.077584925
0.272222244,0.070719743
0.275000022,0.064283142
0.2777778,0.058264515
0.280555578,0.052880666
0.283333356,0.047861105
0.286111134,0.043196279
0.288888912,0.038954991
0.29166669,0.035145989
0.294444468,0.031633726
0.297222246,0.028409504
0.300000024,0.025587718
0.302777802,0.023043357
0.30555558,0.020734891
0.308333358,0.01867977
0.311111136,0.016931502
0.313888914,0.015370561
0.316666692,0.013989801
0.31944447,0.012837454
0.322222248,0.011870541
0.325000026,0.011041449
0.327777804,0.010343864
0.330555582,0.009834379
0.33333336,0.009426108
0.336111138,0.009113955
0.338888916,0.008911345
0.341666694,0.008811897
0.344444472,0.008778725
0.34722225,0.008807577
0.350000028,0.008915407
0.352777806,0.009071504
0.355555584,0.009266102
0.358333362,0.009499063
0.36111114,0.009771409
0.363888918,0.010063981
0.366666696,0.010374432
0.369444474,0.010703343
0.372222252,0.011042808
0.37500003,0.011388359
0.377777808,0.011738584
