time,amplitude
0,1.101686283
0.002777778,1.064895828
0.005555556,0.991921847
0.008333334,0.886843935
0.011111112,0.750135268
0.01388889,0.594659447
0.016666668,0.434350457
0.019444446,0.273579327
0.022222224,0.127155902
0.025000002,-0.001025031
0.02777778,-0.111760292
0.030555558,-0.201485304
0.033333336,-0.262008156
0.036111114,-0.303796118
0.038888892,-0.327570974
0.04166667,-0.329123146
0.044444448,-0.315595846
0.047222226,-0.293267614
0.050000004,-0.264096013
0.052777782,-0.230395106
0.05555556,-0.197038647
0.058333338,-0.164857726
0.061111116,-0.135877638
0.063888894,-0.112190623
0.066666672,-0.092624202
0.06944445,-0.077197991
0.072222228,-0.067239286
0.075000006,-0.059724916
0.077777784,-0.053839473
0.080555562,-0.049174789
0.08333334,-0.045690931
0.086111118,-0.042682479
0.088888896,-0.040033813
0.091666674,-0.037586668
0.094444452,-0.0350574
0.09722223,-0.032374801
0.100000008,-0.029486289
0.102777786,-0.026152427
0.105555564,-0.02254876
0.108333342,-0.018694591
0.11111112,-0.0145675
0.113888898,-0.010069565
0.116666676,-0.005274745
0.119444454,-0.000170983
0.122222232,0.005427677
0.12500001,0.011419781
0.127777788,0.017769408
0.130555566,0.02453002
0.133333344,0.031855716
0.136111122,0.039564434
0.1388889,0.047657828
0.141666678,0.056283246
0.144444456,0.06539084
0.147222234,0.074880805
0.150000012,0.084751121
0.15277779,0.095223931
0.155555568,0.106053729
0.158333346,0.117253375
0.161111124,0.128942128
0.163888902,0.141176627
0.16666668,0.153740675
0.169444458,0.166600848
0.172222236,0.179789976
0.175000014,0.193129809
0.177777792,0.206562148
0.18055557,0.220051924
0.183333348,0.233497602
0.186111126,0.24684562
0.188888904,0.260067338
0.191666682,0.27303747
0.19444446,0.285687486
0.197222238,0.29803724
0.200000016,0.310060232
0.202777794,0.321441371
0.205555572,0.332362047
0.20833335,0.342799129
0.211111128,0.352583527
0.213888906,0.361569048
0.216666684,0.369931287
0.219444462,0.377649406
0.22222224,0.384330566
0.225000018,0.39017607
0.227777796,0.395254253
0.230555574,0.399441623
0.233333352,0.402371328
0.23611113,0.404423963
0.238888908,0.405583585
0.241666686,0.405472315
0.244444464,0.404156412
0.247222242,0.401829084
0.25000002,0.398461698
0.252777798,0.393448979
0.255555576,0.387522902
0.258333354,0.380719523
0.261111132,0.372894617
0.26388891,0.364073974
0.266666688,0.354596672
0.269444466,0.344496084
0.272222244,0.3335747
0.275000022,0.322132095
0.2777778,0.310266612
0.280555578,0.297970871
0.283333356,0.28521813
0.286111134,0.27222612
0.288888912,0.259022105
0.29166669,0.245600506
0.294444468,0.232066885
0.297222246,0.218484633
0.300000024,0.204878341
0.302777802,0.191334573
0.30555558,0.177888709
0.308333358,0.164561466
0.311111136,0.151425661
0.313888914,0.138570551
0.316666692,0.125955486
0.31944447,0.113598035
0.322222248,0.101685824
0.325000026,0.090154535
0.327777804,0.078981193
0.330555582,0.06823231
0.33333336,0.058102867
0.336111138,0.048414906
0.338888916,0.039179887
0.341666694,0.030598127
0.344444472,0.022633785
0.34722225,0.01515157
0.350000028,0.0081444
0.352777806,0.001864174
0.355555584,-0.003995606
0.358333362,-0.009444775
0.36111114,-0.014401157
0.363888918,-0.018850504
0.366666696,-0.022949682
0.369444474,-0.026707891
0.372222252,-0.029986227
0.37500003,-0.032930905
0.377777808,-0.035590316
0.380555586,-0.037941534
0.383333364,-0.039914682
0.386111142,-0.041654332
0.38888892,-0.043168253
0.391666698,-0.044392919
0.394444476,-0.045379323
0.397222254,-0.046187027
0.400000032,-0.046823173
0.40277781,-0.047210332
0.405555588,-0.04746188
0.408333366,-0.047584119
0.411111144,-0.047557842
0.413888922,-0.047389623
0.4166667,-0.04712923
0.419444478,-0.046782115
0.422222256,-0.046323456
0.425000034,-0.045796281
0.427777812,-0.045214575
0.43055559,-0.044578692
0.433333368,-0.043888616
0.436111146,-0.043172312
0.438888924,-0.042433298
0.441666702,-0.041671731
0.44444448,-0.04088879
0.447222258,-0.040090801
0.450000036,-0.039278997
0.452777814,-0.038450687
0.455555592,-0.037615608
0.45833337,-0.036774931
0.461111148,-0.035929695
0.463888926,-0.03508337
0.466666704,-0.034238194
0.469444482,-0.033395103
0.47222226,-0.032558183
0.475000038,-0.031728199
0.477777816,-0.030905274
0.480555594,-0.030091294
0.483333372,-0.029291514
0.48611115,-0.028502294
0.488888928,-0.027724037
0.491666706,-0.026961865
0.494444484,-0.026215209
0.497222262,-0.025481244
0.50000004,-0.024760139
0.502777818,-0.024060221
0.505555596,-0.023373254
0.508333374,-0.022699099
0.511111152,-0.022040673
0.51388893,-0.021398223
0.516666708,-0.020766188
0.519444486,-0.020143929
0.522222264,-0.019533847
0.525000042,-0.018930465
0.52777782,-0.018331824
0.530555598,-0.017737149
0.533333376,-0.017143716
0.536111154,-0.016548679
0.538888932,-0.015954524
0.54166671,-0.015373265
0.544444488,-0.014793256
0.547222266,-0.014198666
0.550000044,-0.013580146
0.552777822,-0.012879208
0.5555556,-0.012098894
0.558333378,-0.011227763
0.561111156,-0.010219274
0.563888934,-0.009015164
0.566666712,-0.007643106
0.56944449,-0.006090028
0.572222268,-0.004218041
0.575000046,-0.002064152
0.577777824,0.000360226
0.580555602,0.003111297
0.58333338,0.006360512
0.586111158,0.009979925
0.588888936,0.013986334
0.591666714,0.018571682
0.594444492,0.023742456
0.59722227,0.029412273
0.600000048,0.035599561
0.602777826,0.042710595
0.605555604,0.050442978
0.608333382,0.058818152
0.61111116,0.068041499
0.613888938,0.078482361
0.616666716,0.089750471
0.619444494,0.101795679
0.622222272,0.114683657
0.62500005,0.127943276
0.627777828,0.14142475
0.630555606,0.155033776
0.633333384,0.168509246
0.636111162,0.181731221
0.63888894,0.194632838
0.641666718,0.206915083
0.644444496,0.218435471
0.647222274,0.229256044
0.650000052,0.239322602
0.65277783,0.247952551
0.655555608,0.255582785
0.658333386,0.262175405
0.661111164,0.267392037
0.663888942,0.270975844
0.66666672,0.273318021
0.669444498,0.274393303
0.672222276,0.273492524
0.675000054,0.271060961
0.677777832,0.267254345
0.68055561,0.261884646
0.683333388,0.254410565
0.686111166,0.245645959
0.688888944,0.235680831
0.691666722,0.22437003
0.6944445,0.212173121
0.697222278,0.199421265
0.700000056,0.186206808
0.702777834,0.172602505
0.705555612,0.158957421
0.70833339,0.145337401
0.711111168,0.13188586
0.713888946,0.118828624
0.716666724,0.106153744
0.719444502,0.093905924
0.72222228,0.082433517
0.725000058,0.071631699
0.727777836,0.061453715
0.730555614,0.052008762
0.733333392,0.043589202
0.73611117,0.035860582
0.738888948,0.028968199
0.741666726,0.023820495
0.744444504,0.020346331
0.747222282,0.017686626
0.75000006,0.0155268
0.752777838,0.013047747
0.755555616,0.009819547
0.758333394,0.005688844
0.761111172,0.000110558
0.76388895,-0.007424945
0.766666728,-0.01647505
0.769444506,-0.027067392
0.772222284,-0.039944051
0.775000062,-0.054347549
0.77777784,-0.069953452
0.780555618,-0.086737964
0.783333396,-0.104414311
0.786111174,-0.122162948
0.788888952,-0.139724137
0.79166673,-0.156263985
0.794444508,-0.170516922
0.797222286,-0.179937782
0.800000064,-0.182725071
0.802777842,-0.165149232
0.80555562,-0.131217866
0.808333398,-0.080289586
0.811111176,-0.006778564
0.813888954,0.091025159
0.816666732,0.204612308
0.81944451,0.332777288
0.822222288,0.476742923
0.825000066,0.624984942
0.827777844,0.772167706
0.830555622,0.912691985
0.8333334,1.021808009
0.836111178,1.099575852
0.838888956,1.143079937
0.841666734,1.133579561
0.844444512,1.076478542
0.84722229,0.985458463
0.850000068,0.863015561
0.852777846,0.709877831
0.855555624,0.550824343
0.858333402,0.389846556
0.86111118,0.234776832
0.863888958,0.097266189
0.866666736,-0.023619681
0.869444514,-0.126316506
0.872222292,-0.198796072
0.87500007,-0.249362496
0.877777848,-0.281436286
0.880555626,-0.293814541
0.883333404,-0.285222102
0.886111182,-0.267256392
0.88888896,-0.241663912
0.891666738,-0.210074429
0.894444516,-0.177324531
0.897222294,-0.145216916
0.900000072,-0.114693833
0.90277785,-0.08933276
0.905555628,-0.067820272
0.908333406,-0.050043705
0.911111184,-0.036702552
0.913888962,-0.026522089
0.91666674,-0.018175512
0.919444518,-0.011455649
0.922222296,-0.006626856
0.925000074,-0.002796676
0.927777852,0.000309992
0.93055563,0.002787323
0.933333408,0.004850394
0.936111186,0.006845858
0.938888964,0.008851861
0.941666742,0.011071796
0.94444452,0.013671852
0.947222298,0.016640727
0.950000076,0.020017259
0.952777854,0.024151504
0.955555632,0.028765786
0.95833341,0.033848383
0.961111188,0.039491975
0.963888966,0.045648023
0.966666744,0.052085957
0.969444522,0.058772962
0.9722223,0.065806704
0.975000078,0.073261287
0.977777856,0.081098078
0.980555634,0.089373993
0.983333412,0.098247807
0.98611119,0.107521398
0.988888968,0.117193552
0.991666746,0.127408016
0.994444524,0.138100015
0.997222302,0.149161973
1.00000008,0.160586655
1.002777858,0.172558224
1.005555636,0.184833309
1.008333414,0.19739692
1.011111192,0.21028998
1.01388897,0.223481083
1.016666748,0.236848663
1.019444526,0.25037171
1.022222304,0.264048336
1.025000082,0.277763654
1.02777786,0.291496815
1.030555638,0.305231439
1.033333416,0.318870791
1.036111194,0.332345683
1.038888972,0.345615001
1.04166675,0.358491565
1.044444528,0.370888178
1.047222306,0.382844677
1.050000084,0.394327362
1.052777862,0.404908048
1.05555564,0.414860921
1.058333418,0.424161971
1.061111196,0.432598203
1.063888974,0.440006743
1.066666752,0.446632709
1.06944453,0.452459585
1.072222308,0.457037576
1.075000086,0.460645384
1.077777864,0.463380278
1.080555642,0.465121301
1.08333342,0.465518247
1.086111198,0.465015714
1.088888976,0.463614371
1.091666754,0.460981999
1.094444532,0.457246967
1.09722231,0.452643488
1.100000088,0.447179746
1.102777866,0.440295267
1.105555644,0.432570332
1.108333422,0.424045435
1.1111112,0.414604873
1.113888978,0.404298786
1.116666756,0.393436994
1.119444534,0.382055767
1.122222312,0.370018161
1.12500009,0.357588579
1.127777868,0.344853099
1.130555646,0.331821313
1.133333424,0.31851481
1.136111202,0.305091202
1.13888898,0.291577586
1.141666758,0.278013081
1.144444536,0.264484646
1.147222314,0.251023238
1.150000092,0.237651758
1.15277787,0.224517844
1.155555648,0.211581617
1.158333426,0.198860573
1.161111204,0.186444961
