time,amplitude
0,-0.024760139
0.002777778,-0.024060221
0.005555556,-0.023373254
0.008333334,-0.022699099
0.011111112,-0.022040673
0.01388889,-0.021398223
0.016666668,-0.020766188
0.019444446,-0.020143929
0.022222224,-0.019533847
0.025000002,-0.018930465
0.02777778,-0.018331824
0.030555558,-0.017737149
0.033333336,-0.017143716
0.036111114,-0.016548679
0.038888892,-0.015954524
0.04166667,-0.015373265
0.044444448,-0.014793256
0.047222226,-0.014198666
0.050000004,-0.013580146
0.052777782,-0.012879208
0.05555556,-0.012098894
0.058333338,-0.011227763
0.061111116,-0.010219274
0.063888894,-0.009015164
0.066666672,-0.007643106
0.06944445,-0.006090028
0.072222228,-0.004218041
0.075000006,-0.002064152
0.077777784,0.000360226
0.080555562,0.003111297
0.08333334,0.006360512
0.086111118,0.009979925
0.088888896,0.013986334
0.091666674,0.018571682
0.094444452,0.023742456
0.09722223,0.029412273
0.100000008,0.035599561
0.102777786,0.042710595
0.105555564,0.050442978
0.108333342,0.058818152
0.11111112,0.068041499
0.113888898,0.078482361
0.116666676,0.089750471
0.119444454,0.101795679
0.122222232,0.114683657
0.12500001,0.127943276
0.127777788,0.14142475
0.130555566,0.155033776
0.133333344,0.168509246
0.136111122,0.181731221
0.1388889,0.194632838
0.141666678,0.206915083
0.144444456,0.218435471
0.147222234,0.229256044
0.150000012,0.239322602
0.15277779,0.247952551
0.155555568,0.255582785
0.158333346,0.262175405
0.161111124,0.267392037
0.163888902,0.270975844
0.16666668,0.273318021
0.169444458,0.274393303
0.172222236,0.273492524
0.175000014,0.271060961
0.177777792,0.267254345
0.18055557,0.261884646
0.183333348,0.254410565
0.186111126,0.245645959
0.188888904,0.235680831
0.191666682,0.22437003
0.19444446,0.212173121
0.197222238,0.199421265
0.200000016,0.186206808
0.202777794,0.172602505
0.205555572,0.158957421
0.20833335,0.145337401
0.211111128,0.13188586
0.213888906,0.118828624
0.216666684,0.106153744
0.219444462,0.093905924
0.22222224,0.082433517
0.225000018,0.071631699
0.227777796,0.061453715
0.230555574,0.052008762
0.233333352,0.043589202
0.23611113,0.035860582
0.238888908,0.028968199
0.241666686,0.023820495
0.244444464,0.020346331
0.247222242,0.017686626
0.25000002,0.0155268
0.252777798,0.013047747
0.255555576,0.009819547
0.258333354,0.005688844
0.261111132,0.000110558
0.26388891,-0.007424945
0.266666688,-0.01647505
0.269444466,-0.027067392
0.272222244,-0.039944051
0.275000022,-0.054347549
0.2777778,-0.069953452
0.280555578,-0.086737964
