time,MLII,V1
0.0,-0.215,0.095
0.002777777777777778,-0.215,0.095
0.005555555555555556,-0.215,0.095
0.008333333333333333,-0.215,0.095
0.011111111111111112,-0.215,0.095
0.013888888888888888,-0.215,0.095
0.016666666666666666,-0.215,0.095
0.019444444444444445,-0.215,0.095
0.022222222222222223,-0.21,0.095
0.025,-0.2,0.11
0.027777777777777773,-0.19,0.1
0.030555555555555558,-0.195,0.085
0.03333333333333333,-0.2,0.05
0.03611111111111111,-0.2,0.06
0.03888888888888889,-0.175,0.09
0.04166666666666666,-0.16,0.095
0.044444444444444446,-0.16,0.095
0.04722222222222222,-0.155,0.07
0.05,-0.175,0.045
0.05277777777777778,-0.16,0.055
0.05555555555555555,-0.16,0.065
0.058333333333333334,-0.17,0.09
0.06111111111111111,-0.155,0.09
0.06388888888888888,-0.17,0.065
0.06666666666666667,-0.185,0.06
0.06944444444444445,-0.165,0.055
0.07222222222222222,-0.175,0.065
0.075,-0.16,0.085
0.07777777777777778,-0.145,0.085
0.08055555555555556,-0.165,0.035
0.08333333333333333,-0.195,0.01
0.08611111111111111,-0.235,-0.045
0.08888888888888889,-0.255,-0.07
0.09166666666666666,-0.26,-0.075
0.09444444444444444,-0.25,-0.115
0.09722222222222224,-0.26,-0.175
0.1,-0.27,-0.235
0.10277777777777776,-0.24,-0.265
0.10555555555555556,-0.145,-0.25
0.10833333333333334,-0.035,-0.22
0.1111111111111111,0.095,-0.19
0.11388888888888889,0.235,-0.18
0.11666666666666668,0.315,-0.18
0.11944444444444445,0.34,-0.185
0.1222222222222222,0.38,-0.15
0.125,0.41,-0.06
0.12777777777777777,0.48,0.115
0.13055555555555556,0.59,0.375
0.13333333333333333,0.71,0.675
0.1361111111111111,0.795,0.94
0.1388888888888889,0.815,1.08
0.14166666666666666,0.775,1.135
0.14444444444444443,0.71,1.185
0.14722222222222223,0.655,1.225
0.15,0.58,1.28
0.1527777777777778,0.485,1.305
0.15555555555555556,0.37,1.305
0.15833333333333333,0.215,1.29
0.16111111111111112,0.02,1.22
0.1638888888888889,-0.145,1.135
0.16666666666666666,-0.265,1.035
0.16944444444444445,-0.315,0.965
0.17222222222222222,-0.345,0.9
0.175,-0.35,0.895
0.17777777777777778,-0.39,0.895
0.18055555555555558,-0.405,0.895
0.1833333333333333,-0.465,0.905
0.18611111111111112,-0.51,0.91
0.18888888888888888,-0.49,0.965
0.19166666666666668,-0.445,1.01
0.19444444444444448,-0.39,1.04
0.19722222222222222,-0.375,1.07
0.2,-0.345,1.07
0.20277777777777778,-0.295,1.075
0.20555555555555557,-0.23,1.065
0.20833333333333331,-0.18,1.025
0.2111111111111111,-0.16,0.945
0.21388888888888888,-0.16,0.845
0.21666666666666667,-0.2,0.725
0.21944444444444444,-0.24,0.59
0.2222222222222222,-0.26,0.445
0.225,-0.275,0.365
0.22777777777777777,-0.275,0.255
0.2305555555555556,-0.27,0.195
0.2333333333333333,-0.28,0.145
0.2361111111111111,-0.27,0.145
0.2388888888888889,-0.265,0.125
0.24166666666666664,-0.265,0.105
0.24444444444444444,-0.26,0.085
0.24722222222222223,-0.275,0.06
0.25,-0.285,0.045
0.25277777777777777,-0.285,0.06
0.2555555555555556,-0.285,0.07
0.25833333333333336,-0.28,0.07
0.2611111111111111,-0.285,0.035
0.2638888888888889,-0.28,0.01
0.26666666666666666,-0.3,0.01
0.26944444444444443,-0.29,0.025
0.2722222222222222,-0.29,0.05
0.275,-0.29,0.04
0.2777777777777778,-0.28,0.035
0.28055555555555556,-0.285,0.0
0.2833333333333333,-0.3,-0.005
0.2861111111111111,-0.29,0.015
0.28888888888888886,-0.28,0.045
0.2916666666666667,-0.26,0.045
0.29444444444444445,-0.265,0.035
0.2972222222222222,-0.265,0.0
0.3,-0.28,-0.015
0.30277777777777776,-0.28,0.0
0.3055555555555556,-0.27,0.015
0.30833333333333335,-0.26,0.04
0.3111111111111111,-0.265,0.035
0.3138888888888889,-0.27,0.02
0.31666666666666665,-0.28,-0.01
0.3194444444444444,-0.285,0.0
0.32222222222222224,-0.27,0.015
0.325,-0.25,0.045
0.3277777777777778,-0.25,0.055
0.33055555555555555,-0.255,0.03
0.3333333333333333,-0.26,0.0
0.33611111111111114,-0.25,-0.005
0.3388888888888889,-0.24,0.025
0.3416666666666667,-0.235,0.05
0.34444444444444444,-0.225,0.045
0.3472222222222222,-0.225,0.03
0.35,-0.24,0.01
0.3527777777777778,-0.23,0.01
0.35555555555555557,-0.21,0.03
0.35833333333333334,-0.19,0.035
0.3611111111111111,-0.19,0.055
0.3638888888888889,-0.205,0.055
0.3666666666666666,-0.215,0.025
0.36944444444444446,-0.215,0.02
0.37222222222222223,-0.195,0.035
0.375,-0.195,0.075
0.37777777777777777,-0.175,0.08
0.38055555555555554,-0.175,0.075
0.38333333333333336,-0.18,0.045
0.3861111111111112,-0.175,0.045
0.3888888888888889,-0.165,0.07
0.39166666666666666,-0.165,0.1
0.39444444444444443,-0.135,0.115
0.3972222222222222,-0.135,0.09
0.4,-0.14,0.09
0.4027777777777778,-0.135,0.085
0.40555555555555556,-0.13,0.11
0.4083333333333333,-0.11,0.125
0.4111111111111111,-0.09,0.14
0.41388888888888886,-0.085,0.14
0.4166666666666667,-0.1,0.125
0.41944444444444445,-0.095,0.13
0.4222222222222222,-0.08,0.14
0.425,-0.065,0.165
0.42777777777777776,-0.065,0.18
0.4305555555555556,-0.085,0.185
0.43333333333333335,-0.075,0.175
0.4361111111111112,-0.07,0.18
0.4388888888888889,-0.055,0.18
0.4416666666666666,-0.035,0.195
0.4444444444444444,-0.035,0.215
0.44722222222222224,-0.035,0.22
0.45,-0.035,0.215
0.4527777777777778,-0.03,0.215
0.45555555555555555,-0.02,0.22
0.4583333333333333,-0.015,0.23
0.4611111111111112,0.0,0.245
0.4638888888888889,0.005,0.255
0.4666666666666667,-0.005,0.26
0.46944444444444444,0.01,0.26
0.4722222222222222,0.035,0.265
0.475,0.05,0.275
0.4777777777777778,0.05,0.295
0.48055555555555557,0.05,0.29
0.48333333333333334,0.045,0.29
0.4861111111111111,0.04,0.295
0.4888888888888889,0.035,0.295
0.4916666666666666,0.07,0.305
0.49444444444444446,0.07,0.315
0.49722222222222223,0.07,0.32
0.5,0.065,0.315
0.5027777777777778,0.075,0.32
0.5055555555555555,0.07,0.32
0.5083333333333333,0.08,0.34
0.5111111111111111,0.1,0.35
0.5138888888888888,0.095,0.36
0.5166666666666667,0.085,0.345
0.5194444444444445,0.08,0.34
0.5222222222222223,0.095,0.35
0.525,0.105,0.37
0.5277777777777778,0.125,0.375
0.5305555555555556,0.125,0.37
0.5333333333333333,0.125,0.37
0.5361111111111111,0.11,0.38
0.5388888888888889,0.13,0.385
0.5416666666666666,0.15,0.39
0.5444444444444444,0.145,0.405
0.5472222222222223,0.14,0.395
0.55,0.115,0.405
0.5527777777777778,0.11,0.41
0.5555555555555556,0.125,0.4
0.5583333333333333,0.14,0.405
0.5611111111111111,0.145,0.42
0.5638888888888889,0.135,0.415
0.5666666666666667,0.13,0.425
0.5694444444444444,0.125,0.43
0.5722222222222222,0.125,0.435
0.575,0.14,0.43
0.5777777777777777,0.14,0.44
0.5805555555555556,0.135,0.435
0.5833333333333334,0.13,0.45
0.5861111111111111,0.14,0.46
0.5888888888888889,0.145,0.46
0.5916666666666667,0.15,0.465
0.5944444444444444,0.14,0.46
0.5972222222222222,0.125,0.47
0.6,0.115,0.48
0.6027777777777777,0.115,0.49
0.6055555555555555,0.13,0.495
0.6083333333333333,0.12,0.49
0.6111111111111112,0.115,0.49
0.6138888888888889,0.115,0.5
0.6166666666666667,0.1,0.51
0.6194444444444445,0.09,0.525
0.6222222222222222,0.1,0.53
0.625,0.11,0.535
0.6277777777777778,0.105,0.54
0.6305555555555555,0.09,0.55
0.6333333333333333,0.075,0.57
0.6361111111111111,0.08,0.565
0.6388888888888888,0.085,0.585
0.6416666666666667,0.11,0.58
0.6444444444444445,0.105,0.58
0.6472222222222223,0.1,0.58
0.65,0.085,0.6
0.6527777777777778,0.09,0.61
0.6555555555555556,0.105,0.63
0.6583333333333333,0.095,0.635
0.6611111111111111,0.095,0.615
0.6638888888888889,0.08,0.625
0.6666666666666666,0.07,0.62
0.6694444444444444,0.06,0.65
0.6722222222222223,0.07,0.66
0.675,0.09,0.645
0.6777777777777778,0.09,0.635
0.6805555555555556,0.09,0.64
0.6833333333333333,0.085,0.63
0.6861111111111111,0.075,0.655
0.6888888888888889,0.085,0.66
0.6916666666666667,0.105,0.655
0.6944444444444444,0.115,0.645
0.6972222222222222,0.105,0.63
0.7,0.11,0.64
0.7027777777777777,0.11,0.645
0.7055555555555556,0.12,0.65
0.7083333333333334,0.13,0.64
0.7111111111111111,0.145,0.605
0.7138888888888889,0.135,0.61
0.7166666666666667,0.125,0.61
0.7194444444444444,0.125,0.63
0.7222222222222222,0.135,0.64
0.725,0.135,0.635
0.7277777777777777,0.15,0.625
0.7305555555555555,0.145,0.61
0.7333333333333333,0.145,0.61
0.7361111111111112,0.145,0.635
0.7388888888888889,0.16,0.65
0.7416666666666667,0.165,0.64
0.7444444444444445,0.175,0.63
0.7472222222222222,0.17,0.62
0.75,0.165,0.61
0.7527777777777778,0.175,0.625
0.7555555555555555,0.165,0.64
